#    L    TT             EE             TE             PP             TP          
  2616   0.550027E+02   0.260225E+01  -0.495006E+01   0.306535E+05   0.395378E+01
  2617   0.550087E+02   0.258842E+01  -0.496132E+01   0.306264E+05   0.395124E+01
  2618   0.550164E+02   0.257450E+01  -0.497178E+01   0.305994E+05   0.394859E+01
  2619   0.550237E+02   0.256056E+01  -0.498144E+01   0.305723E+05   0.394581E+01
  2620   0.550313E+02   0.254639E+01  -0.499038E+01   0.305453E+05   0.394292E+01
  2621   0.550391E+02   0.253211E+01  -0.499852E+01   0.305184E+05   0.393991E+01
  2622   0.550479E+02   0.251775E+01  -0.500579E+01   0.304914E+05   0.393678E+01
  2623   0.550563E+02   0.250322E+01  -0.501232E+01   0.304645E+05   0.393353E+01
  2624   0.550649E+02   0.248860E+01  -0.501805E+01   0.304376E+05   0.393016E+01
  2625   0.550731E+02   0.247388E+01  -0.502290E+01   0.304108E+05   0.392668E+01
  2626   0.550822E+02   0.245908E+01  -0.502701E+01   0.303840E+05   0.392309E+01
  2627   0.550909E+02   0.244418E+01  -0.503039E+01   0.303572E+05   0.391938E+01
  2628   0.550991E+02   0.242918E+01  -0.503288E+01   0.303304E+05   0.391555E+01
  2629   0.551076E+02   0.241402E+01  -0.503456E+01   0.303037E+05   0.391162E+01
  2630   0.551163E+02   0.239892E+01  -0.503543E+01   0.302770E+05   0.390756E+01
  2631   0.551245E+02   0.238364E+01  -0.503555E+01   0.302504E+05   0.390340E+01
  2632   0.551330E+02   0.236827E+01  -0.503485E+01   0.302237E+05   0.389912E+01
  2633   0.551395E+02   0.235289E+01  -0.503326E+01   0.301971E+05   0.389474E+01
  2634   0.551470E+02   0.233748E+01  -0.503084E+01   0.301705E+05   0.389024E+01
  2635   0.551533E+02   0.232191E+01  -0.502783E+01   0.301440E+05   0.388563E+01
  2636   0.551598E+02   0.230631E+01  -0.502391E+01   0.301175E+05   0.388091E+01
  2637   0.551658E+02   0.229070E+01  -0.501917E+01   0.300910E+05   0.387609E+01
  2638   0.551706E+02   0.227499E+01  -0.501368E+01   0.300645E+05   0.387115E+01
  2639   0.551756E+02   0.225934E+01  -0.500743E+01   0.300381E+05   0.386611E+01
  2640   0.551801E+02   0.224351E+01  -0.500034E+01   0.300117E+05   0.386096E+01
  2641   0.551827E+02   0.222782E+01  -0.499258E+01   0.299854E+05   0.385570E+01
  2642   0.551862E+02   0.221203E+01  -0.498398E+01   0.299590E+05   0.385034E+01
  2643   0.551878E+02   0.219622E+01  -0.497454E+01   0.299327E+05   0.384487E+01
  2644   0.551895E+02   0.218031E+01  -0.496441E+01   0.299065E+05   0.383930E+01
  2645   0.551901E+02   0.216446E+01  -0.495351E+01   0.298802E+05   0.383362E+01
  2646   0.551886E+02   0.214866E+01  -0.494185E+01   0.298540E+05   0.382784E+01
  2647   0.551874E+02   0.213284E+01  -0.492942E+01   0.298278E+05   0.382195E+01
  2648   0.551856E+02   0.211685E+01  -0.491622E+01   0.298017E+05   0.381597E+01
  2649   0.551819E+02   0.210106E+01  -0.490239E+01   0.297755E+05   0.380988E+01
  2650   0.551776E+02   0.208518E+01  -0.488772E+01   0.297494E+05   0.380369E+01
  2651   0.551721E+02   0.206942E+01  -0.487234E+01   0.297234E+05   0.379740E+01
  2652   0.551654E+02   0.205356E+01  -0.485619E+01   0.296973E+05   0.379101E+01
  2653   0.551581E+02   0.203784E+01  -0.483948E+01   0.296713E+05   0.378452E+01
  2654   0.551488E+02   0.202209E+01  -0.482192E+01   0.296453E+05   0.377793E+01
  2655   0.551389E+02   0.200625E+01  -0.480374E+01   0.296194E+05   0.377125E+01
  2656   0.551270E+02   0.199061E+01  -0.478477E+01   0.295935E+05   0.376447E+01
  2657   0.551139E+02   0.197495E+01  -0.476517E+01   0.295676E+05   0.375759E+01
  2658   0.551002E+02   0.195934E+01  -0.474501E+01   0.295417E+05   0.375062E+01
  2659   0.550859E+02   0.194386E+01  -0.472399E+01   0.295159E+05   0.374356E+01
  2660   0.550689E+02   0.192837E+01  -0.470242E+01   0.294901E+05   0.373641E+01
  2661   0.550505E+02   0.191293E+01  -0.468020E+01   0.294643E+05   0.372916E+01
  2662   0.550301E+02   0.189762E+01  -0.465728E+01   0.294386E+05   0.372182E+01
  2663   0.550084E+02   0.188229E+01  -0.463380E+01   0.294129E+05   0.371440E+01
  2664   0.549860E+02   0.186701E+01  -0.460968E+01   0.293872E+05   0.370688E+01
  2665   0.549617E+02   0.185187E+01  -0.458492E+01   0.293615E+05   0.369928E+01
  2666   0.549352E+02   0.183678E+01  -0.455967E+01   0.293359E+05   0.369159E+01
  2667   0.549074E+02   0.182183E+01  -0.453371E+01   0.293103E+05   0.368381E+01
  2668   0.548783E+02   0.180693E+01  -0.450725E+01   0.292847E+05   0.367595E+01
  2669   0.548470E+02   0.179209E+01  -0.448015E+01   0.292592E+05   0.366801E+01
  2670   0.548152E+02   0.177745E+01  -0.445256E+01   0.292337E+05   0.365998E+01
  2671   0.547805E+02   0.176280E+01  -0.442440E+01   0.292082E+05   0.365187E+01
  2672   0.547445E+02   0.174828E+01  -0.439574E+01   0.291827E+05   0.364368E+01
  2673   0.547070E+02   0.173390E+01  -0.436644E+01   0.291573E+05   0.363541E+01
  2674   0.546675E+02   0.171972E+01  -0.433680E+01   0.291319E+05   0.362706E+01
  2675   0.546266E+02   0.170552E+01  -0.430650E+01   0.291065E+05   0.361863E+01
  2676   0.545835E+02   0.169146E+01  -0.427586E+01   0.290812E+05   0.361012E+01
  2677   0.545384E+02   0.167754E+01  -0.424464E+01   0.290558E+05   0.360153E+01
  2678   0.544911E+02   0.166382E+01  -0.421292E+01   0.290306E+05   0.359287E+01
  2679   0.544423E+02   0.165008E+01  -0.418085E+01   0.290053E+05   0.358414E+01
  2680   0.543915E+02   0.163656E+01  -0.414835E+01   0.289801E+05   0.357533E+01
  2681   0.543392E+02   0.162317E+01  -0.411542E+01   0.289549E+05   0.356645E+01
  2682   0.542848E+02   0.160992E+01  -0.408199E+01   0.289297E+05   0.355749E+01
  2683   0.542282E+02   0.159680E+01  -0.404821E+01   0.289046E+05   0.354847E+01
  2684   0.541702E+02   0.158382E+01  -0.401406E+01   0.288794E+05   0.353937E+01
  2685   0.541093E+02   0.157104E+01  -0.397942E+01   0.288543E+05   0.353021E+01
  2686   0.540477E+02   0.155826E+01  -0.394456E+01   0.288293E+05   0.352098E+01
  2687   0.539839E+02   0.154568E+01  -0.390927E+01   0.288043E+05   0.351168E+01
  2688   0.539171E+02   0.153340E+01  -0.387362E+01   0.287792E+05   0.350231E+01
  2689   0.538490E+02   0.152117E+01  -0.383768E+01   0.287543E+05   0.349288E+01
  2690   0.537793E+02   0.150908E+01  -0.380146E+01   0.287293E+05   0.348338E+01
  2691   0.537067E+02   0.149720E+01  -0.376480E+01   0.287044E+05   0.347382E+01
  2692   0.536327E+02   0.148546E+01  -0.372793E+01   0.286795E+05   0.346419E+01
  2693   0.535557E+02   0.147386E+01  -0.369076E+01   0.286546E+05   0.345451E+01
  2694   0.534780E+02   0.146255E+01  -0.365331E+01   0.286298E+05   0.344476E+01
  2695   0.533972E+02   0.145130E+01  -0.361564E+01   0.286050E+05   0.343496E+01
  2696   0.533158E+02   0.144026E+01  -0.357776E+01   0.285802E+05   0.342509E+01
  2697   0.532314E+02   0.142936E+01  -0.353958E+01   0.285555E+05   0.341517E+01
  2698   0.531440E+02   0.141868E+01  -0.350125E+01   0.285307E+05   0.340518E+01
  2699   0.530558E+02   0.140821E+01  -0.346271E+01   0.285060E+05   0.339515E+01
  2700   0.529654E+02   0.139796E+01  -0.342395E+01   0.284814E+05   0.338505E+01
  2701   0.528728E+02   0.138777E+01  -0.338511E+01   0.284567E+05   0.337490E+01
  2702   0.527786E+02   0.137779E+01  -0.334605E+01   0.284321E+05   0.336470E+01
  2703   0.526821E+02   0.136803E+01  -0.330678E+01   0.284075E+05   0.335445E+01
  2704   0.525834E+02   0.135841E+01  -0.326743E+01   0.283829E+05   0.334414E+01
  2705   0.524832E+02   0.134894E+01  -0.322786E+01   0.283584E+05   0.333379E+01
  2706   0.523807E+02   0.133975E+01  -0.318837E+01   0.283339E+05   0.332338E+01
  2707   0.522759E+02   0.133071E+01  -0.314859E+01   0.283094E+05   0.331293E+01
  2708   0.521704E+02   0.132188E+01  -0.310881E+01   0.282849E+05   0.330243E+01
  2709   0.520610E+02   0.131327E+01  -0.306904E+01   0.282605E+05   0.329188E+01
  2710   0.519509E+02   0.130480E+01  -0.302906E+01   0.282361E+05   0.328129E+01
  2711   0.518385E+02   0.129648E+01  -0.298915E+01   0.282117E+05   0.327065E+01
  2712   0.517245E+02   0.128845E+01  -0.294918E+01   0.281874E+05   0.325997E+01
  2713   0.516090E+02   0.128056E+01  -0.290922E+01   0.281631E+05   0.324925E+01
  2714   0.514904E+02   0.127290E+01  -0.286926E+01   0.281388E+05   0.323849E+01
  2715   0.513710E+02   0.126538E+01  -0.282939E+01   0.281145E+05   0.322769E+01
  2716   0.512493E+02   0.125815E+01  -0.278946E+01   0.280903E+05   0.321685E+01
  2717   0.511253E+02   0.125106E+01  -0.274953E+01   0.280661E+05   0.320597E+01
  2718   0.510004E+02   0.124420E+01  -0.270977E+01   0.280419E+05   0.319505E+01
  2719   0.508725E+02   0.123756E+01  -0.267001E+01   0.280177E+05   0.318410E+01
  2720   0.507438E+02   0.123107E+01  -0.263027E+01   0.279936E+05   0.317311E+01
  2721   0.506127E+02   0.122479E+01  -0.259069E+01   0.279695E+05   0.316209E+01
  2722   0.504800E+02   0.121867E+01  -0.255127E+01   0.279454E+05   0.315104E+01
  2723   0.503450E+02   0.121284E+01  -0.251194E+01   0.279214E+05   0.313995E+01
  2724   0.502092E+02   0.120723E+01  -0.247263E+01   0.278973E+05   0.312884E+01
  2725   0.500717E+02   0.120170E+01  -0.243355E+01   0.278733E+05   0.311769E+01
  2726   0.499319E+02   0.119639E+01  -0.239464E+01   0.278494E+05   0.310652E+01
  2727   0.497913E+02   0.119130E+01  -0.235589E+01   0.278254E+05   0.309532E+01
  2728   0.496475E+02   0.118644E+01  -0.231731E+01   0.278015E+05   0.308409E+01
  2729   0.495036E+02   0.118173E+01  -0.227889E+01   0.277776E+05   0.307284E+01
  2730   0.493581E+02   0.117724E+01  -0.224071E+01   0.277537E+05   0.306156E+01
  2731   0.492103E+02   0.117298E+01  -0.220270E+01   0.277299E+05   0.305026E+01
  2732   0.490615E+02   0.116887E+01  -0.216501E+01   0.277061E+05   0.303893E+01
  2733   0.489104E+02   0.116498E+01  -0.212749E+01   0.276823E+05   0.302759E+01
  2734   0.487584E+02   0.116124E+01  -0.209020E+01   0.276585E+05   0.301622E+01
  2735   0.486048E+02   0.115773E+01  -0.205324E+01   0.276348E+05   0.300484E+01
  2736   0.484503E+02   0.115445E+01  -0.201644E+01   0.276111E+05   0.299344E+01
  2737   0.482933E+02   0.115125E+01  -0.198004E+01   0.275874E+05   0.298202E+01
  2738   0.481355E+02   0.114835E+01  -0.194381E+01   0.275637E+05   0.297058E+01
  2739   0.479753E+02   0.114560E+01  -0.190798E+01   0.275401E+05   0.295913E+01
  2740   0.478157E+02   0.114300E+01  -0.187231E+01   0.275165E+05   0.294767E+01
  2741   0.476536E+02   0.114063E+01  -0.183704E+01   0.274929E+05   0.293619E+01
  2742   0.474907E+02   0.113842E+01  -0.180217E+01   0.274694E+05   0.292470E+01
  2743   0.473260E+02   0.113636E+01  -0.176755E+01   0.274458E+05   0.291320E+01
  2744   0.471612E+02   0.113446E+01  -0.173324E+01   0.274223E+05   0.290169E+01
  2745   0.469940E+02   0.113293E+01  -0.169934E+01   0.273988E+05   0.289017E+01
  2746   0.468258E+02   0.113141E+01  -0.166583E+01   0.273754E+05   0.287864E+01
  2747   0.466575E+02   0.113012E+01  -0.163258E+01   0.273520E+05   0.286711E+01
  2748   0.464867E+02   0.112899E+01  -0.159980E+01   0.273286E+05   0.285557E+01
  2749   0.463157E+02   0.112802E+01  -0.156734E+01   0.273052E+05   0.284402E+01
  2750   0.461438E+02   0.112727E+01  -0.153529E+01   0.272818E+05   0.283247E+01
  2751   0.459702E+02   0.112676E+01  -0.150371E+01   0.272585E+05   0.282092E+01
  2752   0.457956E+02   0.112626E+01  -0.147253E+01   0.272352E+05   0.280937E+01
  2753   0.456209E+02   0.112599E+01  -0.144175E+01   0.272120E+05   0.279782E+01
  2754   0.454451E+02   0.112587E+01  -0.141131E+01   0.271887E+05   0.278626E+01
  2755   0.452677E+02   0.112592E+01  -0.138142E+01   0.271655E+05   0.277471E+01
  2756   0.450901E+02   0.112619E+01  -0.135194E+01   0.271423E+05   0.276316E+01
  2757   0.449115E+02   0.112648E+01  -0.132294E+01   0.271191E+05   0.275161E+01
  2758   0.447327E+02   0.112707E+01  -0.129427E+01   0.270960E+05   0.274007E+01
  2759   0.445530E+02   0.112775E+01  -0.126617E+01   0.270729E+05   0.272853E+01
  2760   0.443723E+02   0.112859E+01  -0.123855E+01   0.270498E+05   0.271700E+01
  2761   0.441907E+02   0.112958E+01  -0.121127E+01   0.270267E+05   0.270547E+01
  2762   0.440096E+02   0.113066E+01  -0.118462E+01   0.270036E+05   0.269395E+01
  2763   0.438268E+02   0.113205E+01  -0.115832E+01   0.269806E+05   0.268244E+01
  2764   0.436438E+02   0.113344E+01  -0.113258E+01   0.269576E+05   0.267094E+01
  2765   0.434607E+02   0.113493E+01  -0.110740E+01   0.269347E+05   0.265945E+01
  2766   0.432765E+02   0.113657E+01  -0.108265E+01   0.269117E+05   0.264796E+01
  2767   0.430922E+02   0.113844E+01  -0.105839E+01   0.268888E+05   0.263649E+01
  2768   0.429069E+02   0.114040E+01  -0.103470E+01   0.268659E+05   0.262504E+01
  2769   0.427214E+02   0.114253E+01  -0.101143E+01   0.268430E+05   0.261359E+01
  2770   0.425357E+02   0.114466E+01  -0.988877E+00   0.268202E+05   0.260217E+01
  2771   0.423506E+02   0.114702E+01  -0.966752E+00   0.267974E+05   0.259075E+01
  2772   0.421645E+02   0.114940E+01  -0.945127E+00   0.267746E+05   0.257936E+01
  2773   0.419782E+02   0.115194E+01  -0.923855E+00   0.267518E+05   0.256798E+01
  2774   0.417917E+02   0.115464E+01  -0.903307E+00   0.267291E+05   0.255661E+01
  2775   0.416058E+02   0.115735E+01  -0.883114E+00   0.267063E+05   0.254527E+01
  2776   0.414189E+02   0.116029E+01  -0.863648E+00   0.266836E+05   0.253395E+01
  2777   0.412318E+02   0.116325E+01  -0.844762E+00   0.266610E+05   0.252265E+01
  2778   0.410452E+02   0.116630E+01  -0.826309E+00   0.266383E+05   0.251137E+01
  2779   0.408578E+02   0.116950E+01  -0.808364E+00   0.266157E+05   0.250011E+01
  2780   0.406716E+02   0.117272E+01  -0.791002E+00   0.265931E+05   0.248888E+01
  2781   0.404852E+02   0.117610E+01  -0.774224E+00   0.265705E+05   0.247767E+01
  2782   0.402993E+02   0.117957E+01  -0.757958E+00   0.265480E+05   0.246648E+01
  2783   0.401140E+02   0.118312E+01  -0.742279E+00   0.265254E+05   0.245533E+01
  2784   0.399277E+02   0.118669E+01  -0.727188E+00   0.265029E+05   0.244420E+01
  2785   0.397420E+02   0.119049E+01  -0.712582E+00   0.264805E+05   0.243309E+01
  2786   0.395569E+02   0.119423E+01  -0.698514E+00   0.264580E+05   0.242202E+01
  2787   0.393715E+02   0.119806E+01  -0.685045E+00   0.264356E+05   0.241098E+01
  2788   0.391860E+02   0.120198E+01  -0.672110E+00   0.264132E+05   0.239996E+01
  2789   0.390009E+02   0.120599E+01  -0.659790E+00   0.263908E+05   0.238898E+01
  2790   0.388180E+02   0.121008E+01  -0.647977E+00   0.263685E+05   0.237803E+01
  2791   0.386326E+02   0.121412E+01  -0.636722E+00   0.263461E+05   0.236712E+01
  2792   0.384500E+02   0.121831E+01  -0.626028E+00   0.263238E+05   0.235624E+01
  2793   0.382671E+02   0.122260E+01  -0.615887E+00   0.263015E+05   0.234539E+01
  2794   0.380841E+02   0.122683E+01  -0.606287E+00   0.262793E+05   0.233458E+01
  2795   0.379017E+02   0.123114E+01  -0.597250E+00   0.262571E+05   0.232381E+01
  2796   0.377205E+02   0.123555E+01  -0.588748E+00   0.262348E+05   0.231308E+01
  2797   0.375399E+02   0.123996E+01  -0.580813E+00   0.262127E+05   0.230238E+01
  2798   0.373598E+02   0.124447E+01  -0.573414E+00   0.261905E+05   0.229173E+01
  2799   0.371810E+02   0.124892E+01  -0.566562E+00   0.261684E+05   0.228111E+01
  2800   0.370013E+02   0.125346E+01  -0.560242E+00   0.261462E+05   0.227054E+01
  2801   0.368237E+02   0.125801E+01  -0.554478E+00   0.261242E+05   0.226001E+01
  2802   0.366458E+02   0.126266E+01  -0.549248E+00   0.261021E+05   0.224952E+01
  2803   0.364700E+02   0.126724E+01  -0.544552E+00   0.260800E+05   0.223908E+01
  2804   0.362940E+02   0.127184E+01  -0.540377E+00   0.260580E+05   0.222868E+01
  2805   0.361200E+02   0.127653E+01  -0.536739E+00   0.260360E+05   0.221832E+01
  2806   0.359452E+02   0.128116E+01  -0.533622E+00   0.260141E+05   0.220801E+01
  2807   0.357723E+02   0.128588E+01  -0.531035E+00   0.259921E+05   0.219775E+01
  2808   0.356001E+02   0.129054E+01  -0.528949E+00   0.259702E+05   0.218753E+01
  2809   0.354292E+02   0.129521E+01  -0.527387E+00   0.259483E+05   0.217736E+01
  2810   0.352589E+02   0.129997E+01  -0.526320E+00   0.259264E+05   0.216724E+01
  2811   0.350898E+02   0.130467E+01  -0.525763E+00   0.259046E+05   0.215716E+01
  2812   0.349214E+02   0.130931E+01  -0.525710E+00   0.258827E+05   0.214714E+01
  2813   0.347551E+02   0.131396E+01  -0.526154E+00   0.258609E+05   0.213716E+01
  2814   0.345878E+02   0.131870E+01  -0.527088E+00   0.258391E+05   0.212723E+01
  2815   0.344227E+02   0.132338E+01  -0.528490E+00   0.258174E+05   0.211735E+01
  2816   0.342589E+02   0.132792E+01  -0.530383E+00   0.257956E+05   0.210753E+01
  2817   0.340964E+02   0.133263E+01  -0.532739E+00   0.257739E+05   0.209775E+01
  2818   0.339353E+02   0.133719E+01  -0.535565E+00   0.257522E+05   0.208803E+01
  2819   0.337748E+02   0.134178E+01  -0.538863E+00   0.257306E+05   0.207835E+01
  2820   0.336156E+02   0.134637E+01  -0.542602E+00   0.257089E+05   0.206874E+01
  2821   0.334578E+02   0.135083E+01  -0.546784E+00   0.256873E+05   0.205917E+01
  2822   0.333014E+02   0.135537E+01  -0.551432E+00   0.256657E+05   0.204966E+01
  2823   0.331471E+02   0.135985E+01  -0.556501E+00   0.256441E+05   0.204020E+01
  2824   0.329927E+02   0.136435E+01  -0.562015E+00   0.256226E+05   0.203080E+01
  2825   0.328404E+02   0.136863E+01  -0.567952E+00   0.256011E+05   0.202146E+01
  2826   0.326894E+02   0.137307E+01  -0.574305E+00   0.255796E+05   0.201217E+01
  2827   0.325391E+02   0.137730E+01  -0.581075E+00   0.255581E+05   0.200294E+01
  2828   0.323902E+02   0.138154E+01  -0.588256E+00   0.255366E+05   0.199376E+01
  2829   0.322434E+02   0.138572E+01  -0.595832E+00   0.255152E+05   0.198464E+01
  2830   0.320973E+02   0.138991E+01  -0.603805E+00   0.254938E+05   0.197559E+01
  2831   0.319525E+02   0.139396E+01  -0.612160E+00   0.254724E+05   0.196659E+01
  2832   0.318099E+02   0.139802E+01  -0.620891E+00   0.254510E+05   0.195765E+01
  2833   0.316687E+02   0.140187E+01  -0.629969E+00   0.254297E+05   0.194877E+01
  2834   0.315281E+02   0.140580E+01  -0.639461E+00   0.254083E+05   0.193995E+01
  2835   0.313905E+02   0.140959E+01  -0.649360E+00   0.253871E+05   0.193119E+01
  2836   0.312527E+02   0.141340E+01  -0.659519E+00   0.253658E+05   0.192249E+01
  2837   0.311172E+02   0.141699E+01  -0.670011E+00   0.253445E+05   0.191386E+01
  2838   0.309837E+02   0.142066E+01  -0.680839E+00   0.253233E+05   0.190529E+01
  2839   0.308510E+02   0.142427E+01  -0.692003E+00   0.253021E+05   0.189678E+01
  2840   0.307204E+02   0.142767E+01  -0.703503E+00   0.252809E+05   0.188834E+01
  2841   0.305913E+02   0.143107E+01  -0.715340E+00   0.252597E+05   0.187996E+01
  2842   0.304635E+02   0.143441E+01  -0.727515E+00   0.252386E+05   0.187164E+01
  2843   0.303373E+02   0.143761E+01  -0.739880E+00   0.252175E+05   0.186339E+01
  2844   0.302131E+02   0.144075E+01  -0.752583E+00   0.251964E+05   0.185521E+01
  2845   0.300897E+02   0.144381E+01  -0.765552E+00   0.251753E+05   0.184709E+01
  2846   0.299685E+02   0.144681E+01  -0.778862E+00   0.251543E+05   0.183905E+01
  2847   0.298487E+02   0.144968E+01  -0.792363E+00   0.251332E+05   0.183107E+01
  2848   0.297304E+02   0.145247E+01  -0.806132E+00   0.251122E+05   0.182315E+01
  2849   0.296135E+02   0.145520E+01  -0.820244E+00   0.250913E+05   0.181531E+01
  2850   0.294996E+02   0.145771E+01  -0.834401E+00   0.250703E+05   0.180754E+01
  2851   0.293856E+02   0.146023E+01  -0.848976E+00   0.250494E+05   0.179983E+01
  2852   0.292738E+02   0.146261E+01  -0.863672E+00   0.250284E+05   0.179220E+01
  2853   0.291643E+02   0.146492E+01  -0.878710E+00   0.250075E+05   0.178463E+01
  2854   0.290562E+02   0.146716E+01  -0.893795E+00   0.249867E+05   0.177714E+01
  2855   0.289488E+02   0.146927E+01  -0.909147E+00   0.249658E+05   0.176972E+01
  2856   0.288437E+02   0.147122E+01  -0.924693E+00   0.249450E+05   0.176236E+01
  2857   0.287408E+02   0.147304E+01  -0.940433E+00   0.249242E+05   0.175508E+01
  2858   0.286386E+02   0.147486E+01  -0.956291E+00   0.249034E+05   0.174787E+01
  2859   0.285379E+02   0.147654E+01  -0.972268E+00   0.248827E+05   0.174073E+01
  2860   0.284394E+02   0.147815E+01  -0.988438E+00   0.248619E+05   0.173366E+01
  2861   0.283424E+02   0.147954E+01  -0.100495E+01   0.248412E+05   0.172666E+01
  2862   0.282476E+02   0.148094E+01  -0.102135E+01   0.248205E+05   0.171973E+01
  2863   0.281529E+02   0.148226E+01  -0.103795E+01   0.247998E+05   0.171287E+01
  2864   0.280611E+02   0.148330E+01  -0.105467E+01   0.247792E+05   0.170608E+01
  2865   0.279701E+02   0.148441E+01  -0.107150E+01   0.247586E+05   0.169937E+01
  2866   0.278805E+02   0.148523E+01  -0.108844E+01   0.247379E+05   0.169272E+01
  2867   0.277933E+02   0.148605E+01  -0.110551E+01   0.247174E+05   0.168615E+01
  2868   0.277075E+02   0.148672E+01  -0.112254E+01   0.246968E+05   0.167965E+01
  2869   0.276232E+02   0.148725E+01  -0.113969E+01   0.246763E+05   0.167321E+01
  2870   0.275412E+02   0.148771E+01  -0.115703E+01   0.246557E+05   0.166685E+01
  2871   0.274592E+02   0.148802E+01  -0.117433E+01   0.246352E+05   0.166057E+01
  2872   0.273803E+02   0.148827E+01  -0.119167E+01   0.246148E+05   0.165435E+01
  2873   0.273028E+02   0.148828E+01  -0.120898E+01   0.245943E+05   0.164821E+01
  2874   0.272269E+02   0.148831E+01  -0.122648E+01   0.245739E+05   0.164213E+01
  2875   0.271517E+02   0.148803E+01  -0.124387E+01   0.245535E+05   0.163613E+01
  2876   0.270788E+02   0.148768E+01  -0.126138E+01   0.245331E+05   0.163020E+01
  2877   0.270067E+02   0.148734E+01  -0.127878E+01   0.245127E+05   0.162434E+01
  2878   0.269361E+02   0.148684E+01  -0.129621E+01   0.244924E+05   0.161856E+01
  2879   0.268679E+02   0.148612E+01  -0.131361E+01   0.244720E+05   0.161285E+01
  2880   0.268004E+02   0.148541E+01  -0.133105E+01   0.244517E+05   0.160720E+01
  2881   0.267344E+02   0.148446E+01  -0.134845E+01   0.244314E+05   0.160164E+01
  2882   0.266708E+02   0.148345E+01  -0.136581E+01   0.244112E+05   0.159614E+01
  2883   0.266079E+02   0.148236E+01  -0.138314E+01   0.243909E+05   0.159072E+01
  2884   0.265466E+02   0.148120E+01  -0.140036E+01   0.243707E+05   0.158536E+01
  2885   0.264868E+02   0.147988E+01  -0.141761E+01   0.243505E+05   0.158009E+01
  2886   0.264286E+02   0.147842E+01  -0.143475E+01   0.243304E+05   0.157488E+01
  2887   0.263712E+02   0.147673E+01  -0.145178E+01   0.243102E+05   0.156975E+01
  2888   0.263154E+02   0.147504E+01  -0.146878E+01   0.242901E+05   0.156469E+01
  2889   0.262611E+02   0.147312E+01  -0.148558E+01   0.242700E+05   0.155970E+01
  2890   0.262084E+02   0.147113E+01  -0.150242E+01   0.242499E+05   0.155478E+01
  2891   0.261566E+02   0.146906E+01  -0.151893E+01   0.242298E+05   0.154994E+01
  2892   0.261063E+02   0.146684E+01  -0.153547E+01   0.242097E+05   0.154517E+01
  2893   0.260568E+02   0.146454E+01  -0.155197E+01   0.241897E+05   0.154048E+01
  2894   0.260096E+02   0.146209E+01  -0.156851E+01   0.241697E+05   0.153586E+01
  2895   0.259633E+02   0.145949E+01  -0.158463E+01   0.241497E+05   0.153131E+01
  2896   0.259178E+02   0.145681E+01  -0.160071E+01   0.241298E+05   0.152683E+01
  2897   0.258747E+02   0.145398E+01  -0.161676E+01   0.241098E+05   0.152243E+01
  2898   0.258316E+02   0.145106E+01  -0.163261E+01   0.240899E+05   0.151810E+01
  2899   0.257902E+02   0.144807E+01  -0.164820E+01   0.240700E+05   0.151385E+01
  2900   0.257503E+02   0.144493E+01  -0.166360E+01   0.240501E+05   0.150967E+01
  2901   0.257113E+02   0.144171E+01  -0.167889E+01   0.240302E+05   0.150556E+01
  2902   0.256739E+02   0.143833E+01  -0.169405E+01   0.240104E+05   0.150153E+01
  2903   0.256373E+02   0.143480E+01  -0.170903E+01   0.239906E+05   0.149757E+01
  2904   0.256016E+02   0.143126E+01  -0.172374E+01   0.239708E+05   0.149368E+01
  2905   0.255668E+02   0.142757E+01  -0.173826E+01   0.239510E+05   0.148986E+01
  2906   0.255335E+02   0.142365E+01  -0.175258E+01   0.239313E+05   0.148612E+01
  2907   0.255019E+02   0.141973E+01  -0.176678E+01   0.239115E+05   0.148245E+01
  2908   0.254703E+02   0.141580E+01  -0.178071E+01   0.238918E+05   0.147886E+01
  2909   0.254396E+02   0.141171E+01  -0.179437E+01   0.238721E+05   0.147533E+01
  2910   0.254112E+02   0.140740E+01  -0.180791E+01   0.238524E+05   0.147188E+01
  2911   0.253830E+02   0.140308E+01  -0.182110E+01   0.238328E+05   0.146850E+01
  2912   0.253564E+02   0.139868E+01  -0.183424E+01   0.238132E+05   0.146519E+01
  2913   0.253291E+02   0.139412E+01  -0.184703E+01   0.237935E+05   0.146195E+01
  2914   0.253041E+02   0.138964E+01  -0.185955E+01   0.237740E+05   0.145878E+01
  2915   0.252793E+02   0.138484E+01  -0.187194E+01   0.237544E+05   0.145568E+01
  2916   0.252561E+02   0.138004E+01  -0.188398E+01   0.237348E+05   0.145266E+01
  2917   0.252330E+02   0.137509E+01  -0.189575E+01   0.237153E+05   0.144970E+01
  2918   0.252107E+02   0.137013E+01  -0.190746E+01   0.236958E+05   0.144681E+01
  2919   0.251893E+02   0.136494E+01  -0.191867E+01   0.236763E+05   0.144400E+01
  2920   0.251680E+02   0.135981E+01  -0.192975E+01   0.236568E+05   0.144125E+01
  2921   0.251491E+02   0.135453E+01  -0.194047E+01   0.236374E+05   0.143857E+01
  2922   0.251302E+02   0.134917E+01  -0.195091E+01   0.236180E+05   0.143596E+01
  2923   0.251115E+02   0.134365E+01  -0.196115E+01   0.235986E+05   0.143342E+01
  2924   0.250944E+02   0.133813E+01  -0.197103E+01   0.235792E+05   0.143095E+01
  2925   0.250774E+02   0.133259E+01  -0.198062E+01   0.235598E+05   0.142855E+01
