#    L    TT             EE             TE             PP             TP          
   320   0.330060E+04   0.124592E+02   0.116181E+03   0.136605E+07   0.870728E+03
   321   0.326812E+04   0.126430E+02   0.115771E+03   0.136072E+07   0.862595E+03
   322   0.323578E+04   0.128254E+02   0.115324E+03   0.135541E+07   0.854525E+03
   323   0.320359E+04   0.130077E+02   0.114841E+03   0.135014E+07   0.846518E+03
   324   0.317155E+04   0.131908E+02   0.114313E+03   0.134490E+07   0.838574E+03
   325   0.313972E+04   0.133710E+02   0.113763E+03   0.133968E+07   0.830693E+03
   326   0.310797E+04   0.135526E+02   0.113162E+03   0.133450E+07   0.822875E+03
   327   0.307644E+04   0.137336E+02   0.112531E+03   0.132935E+07   0.815121E+03
   328   0.304512E+04   0.139130E+02   0.111871E+03   0.132422E+07   0.807430E+03
   329   0.301395E+04   0.140925E+02   0.111167E+03   0.131913E+07   0.799803E+03
   330   0.298300E+04   0.142705E+02   0.110426E+03   0.131406E+07   0.792239E+03
   331   0.295235E+04   0.144478E+02   0.109656E+03   0.130902E+07   0.784738E+03
   332   0.292184E+04   0.146252E+02   0.108856E+03   0.130401E+07   0.777301E+03
   333   0.289154E+04   0.148011E+02   0.108019E+03   0.129902E+07   0.769928E+03
   334   0.286154E+04   0.149762E+02   0.107146E+03   0.129407E+07   0.762618E+03
   335   0.283168E+04   0.151492E+02   0.106235E+03   0.128914E+07   0.755372E+03
   336   0.280212E+04   0.153214E+02   0.105296E+03   0.128424E+07   0.748190E+03
   337   0.277284E+04   0.154930E+02   0.104312E+03   0.127936E+07   0.741072E+03
   338   0.274379E+04   0.156624E+02   0.103306E+03   0.127451E+07   0.734018E+03
   339   0.271510E+04   0.158318E+02   0.102263E+03   0.126969E+07   0.727027E+03
   340   0.268663E+04   0.159990E+02   0.101198E+03   0.126489E+07   0.720101E+03
   341   0.265837E+04   0.161640E+02   0.100089E+03   0.126012E+07   0.713239E+03
   342   0.263048E+04   0.163290E+02   0.989498E+02   0.125538E+07   0.706441E+03
   343   0.260288E+04   0.164912E+02   0.977815E+02   0.125065E+07   0.699707E+03
   344   0.257565E+04   0.166519E+02   0.965836E+02   0.124596E+07   0.693037E+03
   345   0.254863E+04   0.168104E+02   0.953563E+02   0.124129E+07   0.686432E+03
   346   0.252198E+04   0.169682E+02   0.941068E+02   0.123664E+07   0.679891E+03
   347   0.249561E+04   0.171231E+02   0.928204E+02   0.123202E+07   0.673414E+03
   348   0.246961E+04   0.172758E+02   0.915044E+02   0.122742E+07   0.667002E+03
   349   0.244390E+04   0.174271E+02   0.901588E+02   0.122285E+07   0.660655E+03
   350   0.241856E+04   0.175754E+02   0.887910E+02   0.121829E+07   0.654372E+03
   351   0.239373E+04   0.177224E+02   0.873937E+02   0.121377E+07   0.648153E+03
   352   0.236903E+04   0.178671E+02   0.859667E+02   0.120926E+07   0.641998E+03
   353   0.234478E+04   0.180090E+02   0.845250E+02   0.120478E+07   0.635904E+03
   354   0.232082E+04   0.181487E+02   0.830463E+02   0.120032E+07   0.629870E+03
   355   0.229729E+04   0.182862E+02   0.815453E+02   0.119588E+07   0.623894E+03
   356   0.227413E+04   0.184215E+02   0.800295E+02   0.119147E+07   0.617975E+03
   357   0.225133E+04   0.185539E+02   0.784840E+02   0.118707E+07   0.612110E+03
   358   0.222898E+04   0.186827E+02   0.769237E+02   0.118270E+07   0.606300E+03
   359   0.220691E+04   0.188093E+02   0.753337E+02   0.117835E+07   0.600541E+03
   360   0.218528E+04   0.189338E+02   0.737252E+02   0.117403E+07   0.594832E+03
   361   0.216402E+04   0.190553E+02   0.720936E+02   0.116972E+07   0.589172E+03
   362   0.214319E+04   0.191739E+02   0.704419E+02   0.116544E+07   0.583559E+03
   363   0.212274E+04   0.192903E+02   0.687724E+02   0.116118E+07   0.577992E+03
   364   0.210272E+04   0.194024E+02   0.670813E+02   0.115693E+07   0.572468E+03
   365   0.208306E+04   0.195123E+02   0.653745E+02   0.115271E+07   0.566987E+03
   366   0.206385E+04   0.196193E+02   0.636490E+02   0.114852E+07   0.561546E+03
   367   0.204508E+04   0.197219E+02   0.619072E+02   0.114434E+07   0.556144E+03
   368   0.202659E+04   0.198223E+02   0.601503E+02   0.114018E+07   0.550780E+03
   369   0.200870E+04   0.199198E+02   0.583763E+02   0.113604E+07   0.545451E+03
   370   0.199117E+04   0.200137E+02   0.565903E+02   0.113193E+07   0.540157E+03
   371   0.197401E+04   0.201039E+02   0.547885E+02   0.112783E+07   0.534895E+03
   372   0.195729E+04   0.201913E+02   0.529755E+02   0.112376E+07   0.529664E+03
   373   0.194101E+04   0.202749E+02   0.511481E+02   0.111970E+07   0.524463E+03
   374   0.192517E+04   0.203557E+02   0.493102E+02   0.111567E+07   0.519290E+03
   375   0.190970E+04   0.204328E+02   0.474617E+02   0.111165E+07   0.514142E+03
   376   0.189474E+04   0.205071E+02   0.456026E+02   0.110766E+07   0.509020E+03
   377   0.188023E+04   0.205769E+02   0.437359E+02   0.110368E+07   0.503920E+03
   378   0.186608E+04   0.206431E+02   0.418585E+02   0.109972E+07   0.498842E+03
   379   0.185237E+04   0.207064E+02   0.399749E+02   0.109578E+07   0.493784E+03
   380   0.183918E+04   0.207668E+02   0.380830E+02   0.109186E+07   0.488743E+03
   381   0.182636E+04   0.208206E+02   0.361855E+02   0.108796E+07   0.483720E+03
   382   0.181390E+04   0.208730E+02   0.342833E+02   0.108408E+07   0.478711E+03
   383   0.180196E+04   0.209210E+02   0.323749E+02   0.108022E+07   0.473716E+03
   384   0.179053E+04   0.209646E+02   0.304640E+02   0.107638E+07   0.468733E+03
   385   0.177940E+04   0.210060E+02   0.285490E+02   0.107255E+07   0.463759E+03
   386   0.176879E+04   0.210431E+02   0.266322E+02   0.106874E+07   0.458795E+03
   387   0.175855E+04   0.210758E+02   0.247136E+02   0.106496E+07   0.453837E+03
   388   0.174874E+04   0.211049E+02   0.227946E+02   0.106118E+07   0.448885E+03
   389   0.173938E+04   0.211281E+02   0.208752E+02   0.105743E+07   0.443936E+03
   390   0.173046E+04   0.211506E+02   0.189577E+02   0.105370E+07   0.438990E+03
   391   0.172199E+04   0.211680E+02   0.170405E+02   0.104998E+07   0.434044E+03
   392   0.171388E+04   0.211832E+02   0.151267E+02   0.104628E+07   0.429098E+03
   393   0.170630E+04   0.211934E+02   0.132154E+02   0.104259E+07   0.424148E+03
   394   0.169908E+04   0.211999E+02   0.113089E+02   0.103893E+07   0.419195E+03
   395   0.169223E+04   0.212020E+02   0.940560E+01   0.103528E+07   0.414236E+03
   396   0.168589E+04   0.212005E+02   0.750915E+01   0.103165E+07   0.409269E+03
   397   0.167986E+04   0.211953E+02   0.561818E+01   0.102803E+07   0.404293E+03
   398   0.167434E+04   0.211858E+02   0.373400E+01   0.102443E+07   0.399306E+03
   399   0.166919E+04   0.211727E+02   0.185748E+01   0.102085E+07   0.394308E+03
   400   0.166441E+04   0.211559E+02  -0.105247E-01   0.101728E+07   0.389295E+03
   401   0.166007E+04   0.211347E+02  -0.186941E+01   0.101373E+07   0.384268E+03
   402   0.165618E+04   0.211092E+02  -0.371828E+01   0.101020E+07   0.379227E+03
   403   0.165266E+04   0.210808E+02  -0.555653E+01   0.100668E+07   0.374174E+03
   404   0.164951E+04   0.210480E+02  -0.738262E+01   0.100318E+07   0.369111E+03
   405   0.164680E+04   0.210108E+02  -0.919736E+01   0.999695E+06   0.364040E+03
   406   0.164439E+04   0.209707E+02  -0.109985E+02   0.996225E+06   0.358963E+03
   407   0.164243E+04   0.209262E+02  -0.127876E+02   0.992771E+06   0.353881E+03
   408   0.164083E+04   0.208781E+02  -0.145601E+02   0.989332E+06   0.348796E+03
   409   0.163968E+04   0.208271E+02  -0.163184E+02   0.985909E+06   0.343710E+03
   410   0.163883E+04   0.207709E+02  -0.180616E+02   0.982502E+06   0.338626E+03
   411   0.163843E+04   0.207118E+02  -0.197875E+02   0.979110E+06   0.333544E+03
   412   0.163832E+04   0.206491E+02  -0.214969E+02   0.975733E+06   0.328466E+03
   413   0.163858E+04   0.205827E+02  -0.231883E+02   0.972372E+06   0.323395E+03
   414   0.163914E+04   0.205126E+02  -0.248617E+02   0.969026E+06   0.318332E+03
   415   0.164015E+04   0.204396E+02  -0.265149E+02   0.965696E+06   0.313279E+03
   416   0.164145E+04   0.203622E+02  -0.281493E+02   0.962380E+06   0.308237E+03
   417   0.164305E+04   0.202819E+02  -0.297643E+02   0.959080E+06   0.303209E+03
   418   0.164502E+04   0.201964E+02  -0.313568E+02   0.955794E+06   0.298197E+03
   419   0.164737E+04   0.201087E+02  -0.329276E+02   0.952523E+06   0.293202E+03
   420   0.165002E+04   0.200181E+02  -0.344767E+02   0.949267E+06   0.288226E+03
   421   0.165303E+04   0.199238E+02  -0.360027E+02   0.946026E+06   0.283270E+03
   422   0.165635E+04   0.198258E+02  -0.375062E+02   0.942800E+06   0.278338E+03
   423   0.165989E+04   0.197241E+02  -0.389851E+02   0.939588E+06   0.273429E+03
   424   0.166373E+04   0.196195E+02  -0.404401E+02   0.936391E+06   0.268547E+03
   425   0.166794E+04   0.195112E+02  -0.418689E+02   0.933208E+06   0.263693E+03
   426   0.167245E+04   0.194007E+02  -0.432723E+02   0.930040E+06   0.258869E+03
   427   0.167719E+04   0.192864E+02  -0.446511E+02   0.926886E+06   0.254077E+03
   428   0.168222E+04   0.191693E+02  -0.460016E+02   0.923746E+06   0.249318E+03
   429   0.168749E+04   0.190491E+02  -0.473252E+02   0.920620E+06   0.244595E+03
   430   0.169312E+04   0.189268E+02  -0.486220E+02   0.917508E+06   0.239909E+03
   431   0.169898E+04   0.188007E+02  -0.498904E+02   0.914411E+06   0.235261E+03
   432   0.170499E+04   0.186717E+02  -0.511312E+02   0.911327E+06   0.230655E+03
   433   0.171138E+04   0.185412E+02  -0.523414E+02   0.908258E+06   0.226091E+03
   434   0.171792E+04   0.184070E+02  -0.535241E+02   0.905202E+06   0.221571E+03
   435   0.172468E+04   0.182713E+02  -0.546770E+02   0.902160E+06   0.217098E+03
   436   0.173175E+04   0.181326E+02  -0.558000E+02   0.899131E+06   0.212672E+03
   437   0.173904E+04   0.179909E+02  -0.568918E+02   0.896116E+06   0.208297E+03
   438   0.174648E+04   0.178470E+02  -0.579523E+02   0.893115E+06   0.203973E+03
   439   0.175423E+04   0.177016E+02  -0.589829E+02   0.890127E+06   0.199703E+03
   440   0.176213E+04   0.175532E+02  -0.599809E+02   0.887152E+06   0.195488E+03
   441   0.177025E+04   0.174025E+02  -0.609483E+02   0.884191E+06   0.191330E+03
   442   0.177845E+04   0.172496E+02  -0.618829E+02   0.881243E+06   0.187230E+03
   443   0.178696E+04   0.170952E+02  -0.627855E+02   0.878309E+06   0.183192E+03
   444   0.179562E+04   0.169393E+02  -0.636547E+02   0.875387E+06   0.179216E+03
   445   0.180443E+04   0.167797E+02  -0.644911E+02   0.872478E+06   0.175305E+03
   446   0.181332E+04   0.166200E+02  -0.652932E+02   0.869582E+06   0.171459E+03
   447   0.182243E+04   0.164588E+02  -0.660634E+02   0.866700E+06   0.167682E+03
   448   0.183163E+04   0.162945E+02  -0.668001E+02   0.863830E+06   0.163975E+03
   449   0.184106E+04   0.161295E+02  -0.675018E+02   0.860972E+06   0.160339E+03
   450   0.185064E+04   0.159638E+02  -0.681709E+02   0.858128E+06   0.156776E+03
   451   0.186030E+04   0.157957E+02  -0.688049E+02   0.855296E+06   0.153288E+03
   452   0.187003E+04   0.156269E+02  -0.694062E+02   0.852476E+06   0.149875E+03
   453   0.188000E+04   0.154572E+02  -0.699726E+02   0.849669E+06   0.146535E+03
   454   0.188998E+04   0.152860E+02  -0.705053E+02   0.846874E+06   0.143267E+03
   455   0.190003E+04   0.151141E+02  -0.710046E+02   0.844092E+06   0.140072E+03
   456   0.191031E+04   0.149405E+02  -0.714636E+02   0.841322E+06   0.136947E+03
   457   0.192052E+04   0.147670E+02  -0.718964E+02   0.838564E+06   0.133891E+03
   458   0.193089E+04   0.145926E+02  -0.722845E+02   0.835819E+06   0.130905E+03
   459   0.194134E+04   0.144181E+02  -0.726433E+02   0.833085E+06   0.127987E+03
   460   0.195186E+04   0.142421E+02  -0.729671E+02   0.830364E+06   0.125136E+03
   461   0.196240E+04   0.140660E+02  -0.732564E+02   0.827655E+06   0.122351E+03
   462   0.197301E+04   0.138891E+02  -0.735053E+02   0.824957E+06   0.119632E+03
   463   0.198363E+04   0.137129E+02  -0.737324E+02   0.822272E+06   0.116977E+03
   464   0.199425E+04   0.135366E+02  -0.739080E+02   0.819598E+06   0.114386E+03
   465   0.200489E+04   0.133602E+02  -0.740616E+02   0.816936E+06   0.111858E+03
   466   0.201560E+04   0.131830E+02  -0.741711E+02   0.814286E+06   0.109391E+03
   467   0.202639E+04   0.130064E+02  -0.742512E+02   0.811647E+06   0.106985E+03
   468   0.203711E+04   0.128305E+02  -0.742945E+02   0.809020E+06   0.104639E+03
   469   0.204784E+04   0.126538E+02  -0.743085E+02   0.806404E+06   0.102353E+03
   470   0.205865E+04   0.124784E+02  -0.742855E+02   0.803800E+06   0.100125E+03
   471   0.206924E+04   0.123044E+02  -0.742258E+02   0.801208E+06   0.979535E+02
   472   0.207999E+04   0.121304E+02  -0.741365E+02   0.798626E+06   0.958389E+02
   473   0.209066E+04   0.119569E+02  -0.740104E+02   0.796056E+06   0.937799E+02
   474   0.210135E+04   0.117849E+02  -0.738548E+02   0.793498E+06   0.917755E+02
   475   0.211204E+04   0.116127E+02  -0.736622E+02   0.790950E+06   0.898249E+02
   476   0.212259E+04   0.114427E+02  -0.734349E+02   0.788413E+06   0.879272E+02
   477   0.213307E+04   0.112733E+02  -0.731824E+02   0.785888E+06   0.860814E+02
   478   0.214355E+04   0.111045E+02  -0.728863E+02   0.783374E+06   0.842868E+02
   479   0.215397E+04   0.109378E+02  -0.725710E+02   0.780870E+06   0.825423E+02
   480   0.216432E+04   0.107725E+02  -0.722171E+02   0.778377E+06   0.808471E+02
   481   0.217460E+04   0.106085E+02  -0.718284E+02   0.775896E+06   0.792003E+02
   482   0.218489E+04   0.104466E+02  -0.714107E+02   0.773425E+06   0.776010E+02
   483   0.219496E+04   0.102861E+02  -0.709664E+02   0.770964E+06   0.760483E+02
   484   0.220489E+04   0.101277E+02  -0.704893E+02   0.768514E+06   0.745414E+02
   485   0.221490E+04   0.997065E+01  -0.699811E+02   0.766075E+06   0.730792E+02
   486   0.222477E+04   0.981641E+01  -0.694438E+02   0.763647E+06   0.716610E+02
   487   0.223449E+04   0.966427E+01  -0.688775E+02   0.761228E+06   0.702858E+02
   488   0.224408E+04   0.951346E+01  -0.682814E+02   0.758821E+06   0.689528E+02
   489   0.225359E+04   0.936548E+01  -0.676570E+02   0.756423E+06   0.676610E+02
   490   0.226304E+04   0.922032E+01  -0.670034E+02   0.754036E+06   0.664095E+02
   491   0.227220E+04   0.907724E+01  -0.663237E+02   0.751659E+06   0.651975E+02
   492   0.228136E+04   0.893697E+01  -0.656172E+02   0.749293E+06   0.640241E+02
   493   0.229038E+04   0.879803E+01  -0.648821E+02   0.746936E+06   0.628883E+02
   494   0.229926E+04   0.866339E+01  -0.641224E+02   0.744589E+06   0.617894E+02
   495   0.230792E+04   0.853081E+01  -0.633364E+02   0.742253E+06   0.607262E+02
   496   0.231644E+04   0.840178E+01  -0.625257E+02   0.739926E+06   0.596981E+02
   497   0.232482E+04   0.827555E+01  -0.616895E+02   0.737609E+06   0.587041E+02
   498   0.233306E+04   0.815138E+01  -0.608306E+02   0.735302E+06   0.577432E+02
   499   0.234123E+04   0.803149E+01  -0.599462E+02   0.733005E+06   0.568147E+02
   500   0.234918E+04   0.791365E+01  -0.590406E+02   0.730717E+06   0.559175E+02
   501   0.235684E+04   0.780009E+01  -0.581124E+02   0.728440E+06   0.550510E+02
   502   0.236451E+04   0.769007E+01  -0.571616E+02   0.726171E+06   0.542147E+02
   503   0.237189E+04   0.758283E+01  -0.561903E+02   0.723912E+06   0.534083E+02
   504   0.237905E+04   0.747914E+01  -0.551970E+02   0.721663E+06   0.526315E+02
   505   0.238621E+04   0.737973E+01  -0.541855E+02   0.719423E+06   0.518841E+02
   506   0.239302E+04   0.728400E+01  -0.531534E+02   0.717193E+06   0.511658E+02
   507   0.239975E+04   0.719167E+01  -0.521031E+02   0.714972E+06   0.504762E+02
   508   0.240619E+04   0.710377E+01  -0.510337E+02   0.712761E+06   0.498150E+02
   509   0.241249E+04   0.701934E+01  -0.499482E+02   0.710559E+06   0.491820E+02
   510   0.241850E+04   0.693905E+01  -0.488458E+02   0.708366E+06   0.485769E+02
   511   0.242444E+04   0.686260E+01  -0.477265E+02   0.706182E+06   0.479994E+02
   512   0.243009E+04   0.679044E+01  -0.465918E+02   0.704007E+06   0.474492E+02
   513   0.243559E+04   0.672235E+01  -0.454432E+02   0.701842E+06   0.469260E+02
   514   0.244087E+04   0.665862E+01  -0.442806E+02   0.699686E+06   0.464294E+02
   515   0.244594E+04   0.659918E+01  -0.431040E+02   0.697539E+06   0.459593E+02
   516   0.245079E+04   0.654411E+01  -0.419149E+02   0.695401E+06   0.455153E+02
   517   0.245535E+04   0.649356E+01  -0.407140E+02   0.693272E+06   0.450971E+02
   518   0.245976E+04   0.644738E+01  -0.395020E+02   0.691152E+06   0.447045E+02
   519   0.246403E+04   0.640579E+01  -0.382782E+02   0.689041E+06   0.443371E+02
   520   0.246801E+04   0.636872E+01  -0.370455E+02   0.686939E+06   0.439946E+02
   521   0.247169E+04   0.633625E+01  -0.358039E+02   0.684846E+06   0.436768E+02
   522   0.247515E+04   0.630859E+01  -0.345534E+02   0.682762E+06   0.433833E+02
   523   0.247847E+04   0.628561E+01  -0.332954E+02   0.680686E+06   0.431139E+02
   524   0.248157E+04   0.626731E+01  -0.320307E+02   0.678619E+06   0.428683E+02
   525   0.248431E+04   0.625382E+01  -0.307586E+02   0.676561E+06   0.426462E+02
   526   0.248689E+04   0.624516E+01  -0.294811E+02   0.674512E+06   0.424473E+02
   527   0.248941E+04   0.624132E+01  -0.281991E+02   0.672471E+06   0.422712E+02
   528   0.249156E+04   0.624231E+01  -0.269140E+02   0.670439E+06   0.421178E+02
   529   0.249349E+04   0.624843E+01  -0.256244E+02   0.668415E+06   0.419866E+02
   530   0.249512E+04   0.625945E+01  -0.243338E+02   0.666400E+06   0.418775E+02
   531   0.249676E+04   0.627529E+01  -0.230394E+02   0.664393E+06   0.417901E+02
   532   0.249796E+04   0.629626E+01  -0.217447E+02   0.662395E+06   0.417241E+02
   533   0.249893E+04   0.632222E+01  -0.204499E+02   0.660405E+06   0.416793E+02
   534   0.249968E+04   0.635323E+01  -0.191556E+02   0.658424E+06   0.416553E+02
   535   0.250022E+04   0.638937E+01  -0.178625E+02   0.656451E+06   0.416518E+02
   536   0.250053E+04   0.643049E+01  -0.165706E+02   0.654486E+06   0.416686E+02
   537   0.250070E+04   0.647667E+01  -0.152815E+02   0.652530E+06   0.417054E+02
   538   0.250049E+04   0.652806E+01  -0.139957E+02   0.650582E+06   0.417619E+02
   539   0.250014E+04   0.658436E+01  -0.127141E+02   0.648642E+06   0.418377E+02
   540   0.249957E+04   0.664602E+01  -0.114374E+02   0.646710E+06   0.419326E+02
   541   0.249871E+04   0.671259E+01  -0.101655E+02   0.644786E+06   0.420463E+02
   542   0.249769E+04   0.678431E+01  -0.890068E+01   0.642870E+06   0.421785E+02
   543   0.249638E+04   0.686123E+01  -0.764244E+01   0.640963E+06   0.423289E+02
   544   0.249493E+04   0.694322E+01  -0.639175E+01   0.639063E+06   0.424973E+02
   545   0.249318E+04   0.703028E+01  -0.514917E+01   0.637172E+06   0.426832E+02
   546   0.249128E+04   0.712219E+01  -0.391574E+01   0.635288E+06   0.428865E+02
   547   0.248908E+04   0.721916E+01  -0.269172E+01   0.633412E+06   0.431068E+02
   548   0.248674E+04   0.732120E+01  -0.147814E+01   0.631544E+06   0.433438E+02
   549   0.248417E+04   0.742832E+01  -0.275674E+00   0.629684E+06   0.435973E+02
   550   0.248138E+04   0.754051E+01   0.915107E+00   0.627831E+06   0.438670E+02
